station_name,appearance,min_travel_dt,max_travel_dt,short_name,lon,lat
Amherst Ave & Elkins St,3117,2017-02-28 14:34:37,2023-02-28 18:17:19,32063,-77.047788,39.044887
Amherst Ave & Prichard Rd,1931,2017-03-02 07:51:02,2023-02-25 08:12:05,32064,-77.048395,39.035965
Anacostia Ave & Benning Rd NE / River Terrace ,36337,2011-12-22 13:45:00,2023-02-28 15:02:02,31708,-76.96012,38.896544
Anacostia Ave & East Capitol St NE,413,2022-09-13 19:28:29,2023-02-26 16:17:46,31721,-76.96128,38.890461
Anacostia Library,11077,2010-10-24 16:59:45,2023-02-28 17:25:39,31804,-76.9784,38.865784
Anacostia Metro,35062,2010-09-22 09:36:42,2023-02-28 18:15:33,31801,-76.994578,38.862601
Anacostia Park,25977,2018-02-01 11:57:41,2023-02-28 18:47:10,31820,-76.9834,38.87335
Anacostia Roller Skating Pavilion,1392,2022-08-06 17:06:53,2023-02-28 17:16:15,31720,-76.97093,38.878771
Anacostia Roller Skating Pavillion,7734,2021-02-23 09:25:00,2022-09-02 10:57:07,,-76.9826813,38.8627944
Arizona & McArthur NW,51,2021-10-07 21:10:40,2021-10-19 18:32:20,,-77.103662,38.927294
Arizona Ave & MacArthur Blvd NW,2274,2021-10-10 14:42:50,2023-02-28 22:08:16,31331,-77.103662,38.927294
Arlington Blvd & Fairfax Dr,6990,2020-12-15 17:57:37,2023-02-28 19:03:45,31940,-77.08426237106323,38.88625606692058
Arlington Blvd & Fillmore St,25353,2013-11-15 16:44:38,2023-02-28 20:56:32,31070,-77.089233,38.873755
Arlington Blvd & Ft Myer Dr,9543,2021-01-20 19:18:11,2023-02-28 21:26:36,31937,-77.074893,38.890863
Arlington Blvd & N Queen St,42800,2012-09-05 07:00:42,2023-02-28 22:04:52,31051,-77.077294,38.889365
Arlington Blvd & S George Mason Dr,6535,2019-03-01 08:20:09,2023-02-28 17:16:16,31078,-77.104503,38.869442
Arlington Blvd & S George Mason Dr/NFATC,12905,2014-07-23 15:07:02,2019-02-28 17:30:32,,-77.165,38.871
Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,11325,2019-03-01 13:55:48,2023-02-28 21:21:39,31068,-77.11153,38.856319
Army Navy Dr & Fern St,336,2022-12-09 16:12:46,2023-02-28 17:28:00,31936,-77.056873,38.864838
Army Navy Dr & S Joyce St,30665,2019-03-01 15:27:23,2022-12-09 15:06:24,,-77.0695841,38.8589072
Army Navy Dr & S Nash St,8184,2015-04-08 12:28:33,2023-02-28 18:07:00,31095,-77.06812083721161,38.86215024521491
Aurora Hills Cmty Ctr / 18th St & S Hayes St,12259,2019-03-01 06:17:05,2023-02-28 20:29:53,31004,-77.05949,38.857866
Aurora Hills Community Ctr/18th & Hayes St,37967,2010-09-20 18:08:25,2019-02-28 22:00:40,,-104.8388819,39.7050741
Ballenger Ave & Dulaney St,37629,2014-08-18 17:10:16,2023-02-28 23:17:34,31084,-77.063562,38.802677
Ballston Metro / N Stuart & 9th St N,95423,2012-04-30 17:18:46,2019-02-28 23:45:17,,-77.1120118,38.8838732
Ballston Metro / Stuart St & 9th St N,38627,2019-03-01 07:07:12,2023-02-28 18:58:58,31037,-77.111768,38.881044
Baltimore Ave & Jefferson St,6979,2018-06-01 09:00:53,2023-02-28 19:07:07,32403,-76.940133,38.95548
Baltimore Ave & Van Buren St / Riverdale Park Station,6948,2018-06-04 11:32:20,2023-02-28 18:04:46,32402,-76.937349,38.969581
Barcroft Community Center,28708,2012-04-25 20:50:53,2023-02-28 18:32:11,31033,-77.1009886264801,38.85033657788445
Baron Cameron Ave & North Hampton Ave,706,2021-07-12 11:09:01,2023-02-28 10:44:51,32237,-77.359341,38.966344
Barton St & 10th St N,31835,2012-09-04 19:48:15,2023-02-28 18:40:23,31050,-77.08777,38.884961
Battery Ln & Trolley Trail,28761,2013-10-25 17:25:05,2023-02-28 19:45:59,32027,-77.100104,38.992375
Becontree Ln & Goldenrain Ct,308,2021-09-21 16:57:18,2023-02-28 11:30:53,32239,-77.329282,38.966848
Benning Branch Library,7267,2010-11-06 13:13:49,2023-02-28 18:48:27,31705,-76.947974,38.894
Benning Rd & East Capitol St NE / Benning Rd Metro,11618,2011-12-22 13:32:07,2023-02-28 20:57:11,31707,-76.93723,38.889935
Bethesda Ave & Arlington Rd,44710,2013-09-27 12:43:25,2023-02-28 18:22:15,32002,-77.097426,38.981103
Bethesda Metro,29787,2014-04-30 13:06:00,2019-02-28 23:05:10,,-77.0947092,38.984652
Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,11763,2019-03-01 09:10:12,2023-02-28 17:24:40,32048,-77.094537,38.984691
Bladensburg Rd & Benning Rd NE,115228,2010-10-27 22:17:47,2023-02-28 20:19:37,31617,-76.982872,38.900413
Blueridge Ave & Elkin St,996,2019-03-13 09:26:08,2023-02-26 09:44:14,32073,-77.05006,39.04313
Blueridge Ave & Elkins St,220,2018-01-10 10:04:23,2019-02-20 13:44:19,,-77.0509119,39.0430393
Braddock Rd Metro,111534,2012-08-29 08:43:23,2022-01-27 15:03:51,,-77.0537762,38.8140201
Braddock Rd Metro North,3789,2022-01-27 16:45:40,2023-02-28 21:44:04,31047,-77.052808,38.814577
Braddock Rd Metro South,6932,2022-02-02 12:57:26,2023-02-28 23:26:47,31969,-77.053734,38.813474
Branch & Pennsylvania Ave SE,5382,2011-06-29 20:28:37,2023-02-28 23:44:28,31701,-76.9599,38.8692
Briggs Chaney & Castle Dr,1344,2020-05-02 14:47:39,2023-02-26 17:36:20,32086,-76.945495,39.081638
Briggs Chaney Park & Ride,1906,2020-05-01 17:48:30,2023-02-28 20:26:53,32088,-76.9418666,39.0778751
Broad Branch Rd & Northampton St NW,2663,2020-09-29 08:51:00,2023-02-28 18:32:18,31422,-77.06862643361092,38.96577499342219
Broadbranch & Northampton NW,19,2020-09-23 14:31:35,2020-09-29 08:52:07,,-77.068,38.965
Broschart & Blackwell Rd,397,2013-10-29 15:29:44,2020-06-09 19:57:12,,-77.2,39.102
C & O Canal & Wisconsin Ave NW,378645,2010-10-18 16:34:44,2023-02-28 22:13:49,31225,-77.06269,38.90375
California St & Florida Ave NW,379632,2011-12-13 09:51:36,2023-03-01 09:22:07,31116,-77.04062,38.917761
Calvert & Biltmore St NW,206427,2010-09-20 13:30:21,2023-02-28 21:07:28,31106,-77.047637,38.923203
Calvert St & Woodley Pl NW,266560,2013-11-05 08:04:50,2023-02-28 23:47:55,31121,-77.050046,38.923583
Campus Commons,485,2018-10-12 17:25:46,2023-02-26 16:42:33,32228,-77.335425,38.944707
Capitol Ave & Kendall St NE,6962,2020-07-16 14:59:50,2023-02-28 22:56:16,31530,-76.985854,38.910993
Capitol Heights Metro,1718,2019-09-09 17:00:29,2023-02-27 17:14:13,32419,-76.913188,38.888524
Carlin Springs Rd & N Thomas St,15317,2016-12-20 17:48:19,2023-02-28 19:43:39,31919,-77.112982,38.876695
Carroll & Ethan Allen Ave,35512,2013-10-29 19:11:12,2023-02-28 22:55:14,32026,-77.006472,38.977933
Carroll & Westmoreland Ave,24817,2013-10-29 12:24:27,2023-02-28 20:19:15,32025,-77.01121,38.975
Castle Blvd & Castle Ln,1784,2020-05-02 13:20:54,2023-02-28 17:09:22,32092,-76.940547,39.085314
Central Library / N Quincy St & 10th St N,35232,2012-02-17 13:17:40,2019-02-28 20:30:52,,-77.1074363,38.8838794
Central Library / Quincy St & 10th St N,14012,2019-03-01 14:57:58,2023-02-28 19:39:25,31025,-77.10783,38.88397
Chillum Rd & Riggs Rd / Riggs Plaza,5797,2019-04-12 06:08:20,2023-02-28 21:02:44,32416,-76.995922,38.961737
Citadel Ave & McGrath Blvd,3315,2018-03-23 10:54:51,2023-02-28 14:31:26,32076,-77.10933,39.049
Clarendon Blvd & N Fillmore St,68322,2011-11-22 15:16:08,2023-02-28 22:15:22,31021,-77.09308,38.8881
Clarendon Blvd & Pierce St,95345,2011-04-16 19:53:41,2023-02-28 19:48:09,31016,-77.076389,38.893438
Clarendon Metro / Wilson Blvd & N Highland St,111464,2011-11-22 16:33:25,2023-02-28 20:33:34,31022,-77.09525674581528,38.88701007722296
Clark St & 26th St S,10121,2019-03-01 07:27:19,2023-02-28 19:17:42,31012,-77.05152,38.850688
Columbia & Ontario Rd NW,142730,2017-04-27 13:55:16,2023-02-28 23:01:45,31296,-77.040787,38.924088
Columbia Pike & George Mason Dr,2575,2020-04-01 14:46:47,2022-12-09 08:09:29,,-77.1282065,38.8508321
Columbia Pike & Monroe St,1561,2022-05-02 19:20:22,2023-02-28 20:33:04,31058,-77.09367156028748,38.860343910937175
Columbia Pike & S Courthouse Rd,28426,2013-03-28 17:47:24,2023-02-28 07:32:43,31053,-77.080319,38.863833
Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11890,2013-08-29 11:16:43,2019-02-28 18:27:59,,-77.1282065,38.8508321
Columbia Pike & S George Mason Dr,217,2022-12-09 16:36:14,2023-02-28 19:44:18,31923,-77.10201859474182,38.859305619982344
Columbia Pike & S Greenbrier St,2672,2021-03-23 19:22:54,2023-02-26 14:53:20,31945,-77.118106,38.854019
Columbia Pike & S Oakland St,2428,2019-03-01 17:33:05,2022-05-03 22:57:42,,-77.1282065,38.8508321
Columbia Pike & S Orme St,26146,2013-07-01 18:48:30,2023-02-28 17:38:51,31066,-77.072315,38.867262
Columbia Pike & S Scott St/12th St S,2002,2021-08-02 19:29:57,2023-02-28 19:17:07,31949,-77.077201,38.863556
Columbia Pike & S Taylor St,4172,2017-05-10 13:46:39,2021-08-12 20:19:11,,-77.1282065,38.8508321
Columbia Pike & S Walter Reed Dr,27661,2013-08-27 09:18:01,2023-02-28 21:17:24,31067,-77.086599,38.862478
Columbia Rd & Belmont St NW,240195,2011-11-18 09:15:35,2023-02-28 23:48:33,31113,-77.04368,38.920669
Columbia Rd & Georgia Ave NW,186153,2011-12-08 08:15:56,2023-02-28 23:14:29,31115,-77.0237946510315,38.92812111132096
Columbus Ave & Gramercy Blvd,1670,2017-05-18 11:38:19,2023-02-27 14:14:34,32069,-77.16486,39.12333
Columbus Ave & Tribeca St,5148,2017-05-13 14:50:21,2023-02-18 21:43:21,32068,-77.16705948114395,39.12582811177034
Columbus Circle / Union Station,1254191,2010-10-26 11:47:25,2023-02-28 23:58:29,31623,-77.00493,38.89696
Commerce St & Fayette St,35984,2012-08-31 16:03:46,2023-02-28 17:52:26,31045,-77.05293,38.805648
Commonwealth & E Monroe Ave,6109,2016-06-08 15:01:00,2019-02-28 21:07:09,,-77.0628208,38.8200582
Commonwealth Ave & E Monroe Ave,5302,2019-03-01 12:16:27,2023-02-28 17:29:31,31913,-77.06282079219818,38.82005823354218
Commonwealth Ave & Oak St,10757,2016-06-07 18:18:57,2023-02-28 18:05:39,31906,-77.061715,38.812711
Commonwealth and Reed,5368,2021-12-09 16:24:12,2023-02-28 17:52:18,31960,-77.05727398395538,38.8368376462948
Congress Heights Metro,8409,2011-12-24 13:43:01,2023-02-28 18:18:25,31806,-76.987823,38.844711
Congressional Ln & E Jefferson St,4647,2018-03-29 13:01:51,2023-02-28 16:23:01,32081,-77.129235,39.06219
Connecticut & Nebraska Ave NW,74241,2013-04-25 14:56:05,2023-02-28 18:03:23,31310,-77.069956,38.955016
Connecticut Ave & Chevy Chase Lake Dr,6782,2016-01-14 18:17:23,2023-02-28 14:36:12,32051,-77.076986,38.994113
Connecticut Ave & Macomb St NW / Cleveland Park,10074,2022-03-01 11:36:48,2023-02-28 23:05:01,31305,-77.0575301349163,38.93362634918731
Connecticut Ave & McKinley St NW,13636,2019-03-01 12:20:41,2023-02-28 18:29:06,31315,-77.07513481378555,38.96454350924588
Connecticut Ave & Newark St NW / Cleveland Park,142524,2010-10-10 11:08:10,2022-03-03 22:05:34,,-77.0747799,39.0318246
Connecticut Ave & R St NW,146020,2017-06-08 15:03:40,2023-02-28 23:44:33,31299,-77.04564,38.912644
Connecticut Ave & Tilden St NW,51520,2013-12-13 20:22:43,2023-02-28 18:37:38,31313,-77.061977237463,38.94113915653008
Connecticut Ave & Yuma St NW,31888,2016-05-27 09:39:37,2023-02-28 21:58:56,31318,-77.065115,38.947156
Constitution Ave & 2nd St NW/DOL,384479,2013-07-30 10:50:30,2023-02-28 22:19:50,31271,-77.013917,38.892275
Convention Center / 7th & M St NW,415718,2010-10-09 15:18:15,2023-02-28 23:04:22,31223,-77.02227,38.905737
Cordell & Norfolk Ave,22437,2013-09-27 13:27:06,2023-02-28 21:15:47,32008,-77.098029,38.98954
Corporate Blvd & Omega Dr,1972,2017-08-05 14:20:34,2023-02-26 17:32:43,32071,-77.192645,39.106971
Court House Metro / 15th & N Uhle St ,74224,2014-08-28 11:57:10,2019-02-28 22:27:08,,-77.084801,38.890612
Court House Metro / 15th St & N Uhle St,41630,2019-03-01 07:05:25,2023-02-28 18:52:28,31089,-77.084801,38.890612
Crabbs Branch Way & Calhoun Pl,4284,2013-10-19 11:35:36,2020-06-12 17:17:53,,-77.1593584,39.1215423
Crabbs Branch Way & Redland Rd,1050,2013-10-18 17:43:03,2020-06-16 19:15:39,,-77.1593584,39.1215423
Crescent Rd & Ridge Rd,644,2021-06-15 13:58:52,2023-02-26 08:34:11,32425,-76.891247,39.006191
Crystal City Metro / 18th & Bell St,144074,2010-09-20 20:07:47,2019-02-28 21:15:45,,-77.05169769999999,38.8577851
Crystal City Metro / 18th St & S Bell St,41420,2019-03-01 07:23:13,2023-02-28 20:22:35,31007,-77.05169767141342,38.85778509815245
Crystal Dr & 15th St S,34951,2018-08-01 06:35:40,2023-02-28 22:51:36,31003,-77.049417,38.861056
Crystal Dr & 20th St S,40526,2018-08-01 07:11:37,2023-02-28 22:01:36,31002,-77.049232,38.856425
Crystal Dr & 23rd St S,35864,2018-08-01 06:12:34,2023-02-28 21:38:26,31011,-77.049723,38.852929
Crystal Dr & 27th St S,18763,2018-08-01 06:21:02,2023-02-28 21:52:57,31009,-77.051514,38.848466
Crystal Dr & Potomac Ave,7671,2018-08-16 17:09:16,2021-03-08 18:15:17,,-77.051,38.848
D St & Maryland Ave NE,265250,2012-02-24 10:08:56,2023-02-28 21:51:01,31612,-76.99591577053069,38.89484064247075
Deanwood Rec Center,4735,2013-11-11 09:34:22,2023-02-17 16:52:53,31711,-76.933099,38.908473
Dennis & Amherst Ave,2260,2013-10-29 19:28:49,2019-02-26 10:32:17,,-77.047,39.025
Dennis Ave & Amherst Ave,2044,2019-03-11 13:14:18,2023-02-28 15:34:32,32022,-77.04456299543381,39.02538719623632
Division Ave & Foote St NE,1961,2016-08-23 12:01:41,2023-02-27 16:03:14,31713,-76.925907,38.897407
Duke St & John Carlyle St,26581,2014-08-18 15:38:10,2023-02-28 17:14:04,31081,-77.060866,38.804378
Duke St & Jordan St,804,2022-01-25 16:01:11,2023-02-27 13:33:23,31966,-77.10994,38.812187
Duke St & Strand (Robinson Terminal),3817,2020-10-27 14:15:46,2023-02-28 18:09:04,31933,-77.040293,38.801947
Dunn Loring Metro,6209,2019-05-16 19:00:00,2023-02-28 19:19:56,32231,-77.2283,38.8828
E Fairfax St & S Washington St,2692,2019-05-08 12:24:31,2023-02-28 17:39:52,32604,-77.171891,38.880612
E Montgomery Ave & Maryland Ave,6175,2013-09-27 10:23:03,2023-02-24 14:59:16,32007,-77.151291,39.084125
Eads & 22nd St S,42075,2010-09-23 00:33:11,2019-02-28 21:37:06,,-77.0545408,38.8630733
Eads St & 12th St S,46997,2018-12-02 13:23:32,2023-02-28 20:55:41,31071,-77.05454081296921,38.86307336639078
Eads St & 15th St S,40139,2010-09-20 14:45:13,2023-02-28 23:46:59,31000,-77.05323,38.858971
Eads St & 22nd St S,19414,2019-03-01 09:39:19,2023-02-28 23:16:48,31013,-77.05341160297394,38.85438051517749
East Falls Church Metro / Sycamore St & 19th St N,16730,2019-03-01 14:00:22,2023-03-01 00:57:55,31904,-77.15642720460892,38.88532071975074
East Falls Church Metro/Sycamore St & 19th St N,6832,2016-06-04 09:10:32,2019-02-28 20:07:19,,-77.15442410000001,38.887334
East West Hwy & 16th St,9599,2016-04-21 16:44:32,2023-02-28 23:20:36,32056,-77.038721,38.995681
East West Hwy & Blair Mill Rd,18024,2013-10-30 17:59:21,2023-02-28 16:18:57,32019,-77.02935,38.990249
Eastern Market / 7th & North Carolina Ave SE,339808,2010-09-29 21:14:55,2023-02-28 23:58:48,31610,-76.996806,38.886952
Eastern Market Metro / Pennsylvania Ave & 7th St SE,586513,2010-10-06 15:03:26,2020-11-04 10:41:31,,-76.995842,38.88427
Eastern Market Metro / Pennsylvania Ave & 8th St SE,98730,2020-04-01 06:15:22,2023-02-28 22:14:21,31613,-76.99523448944092,38.88409514578027
Eckington Pl & Q St NE,232350,2010-10-14 18:27:17,2023-02-28 22:20:06,31505,-77.00495,38.910972
Eden Center,549,2022-06-15 17:52:57,2023-02-25 12:28:59,32601,-77.15284913778305,38.87380771851765
Edgewood Rec Center,20865,2019-09-18 10:06:06,2023-02-28 19:02:29,31529,-77.002098,38.924144
Eisenhower Ave & Ike Dr,2116,2020-07-09 15:32:32,2023-02-28 17:35:21,31930,-77.0824626,38.802738
Eisenhower Ave & Mill Race Ln,24076,2014-08-18 16:43:03,2023-02-28 19:24:16,31082,-77.068952,38.801111
Executive Blvd & E Jefferson St,5464,2018-03-27 17:47:47,2023-02-28 08:42:41,32079,-77.1257,39.04873
Fairfax Dr & Kenmore St,29172,2012-06-05 17:04:43,2018-12-04 07:38:09,,-77.1016053,38.8841426
Fairfax Dr & N Randolph St,16205,2019-03-01 07:10:33,2023-02-28 23:19:34,31034,-77.109366,38.882629
Fairfax Dr & N Taylor St,2123,2022-07-26 16:59:34,2023-02-28 21:56:13,31049,-77.112754,38.882425
Fairfax Dr & Wilson Blvd,67886,2012-04-27 16:45:10,2023-02-28 19:18:01,31023,-77.097745,38.885801
Fairfax Village,4758,2011-07-27 20:54:02,2023-02-26 13:05:41,31706,-76.952103,38.86559
Fairway Dr & Hook Rd,152,2021-07-16 19:05:54,2022-10-23 15:54:06,,-77.342,38.963
Falls Church City Hall / Park Ave & Little Falls St,2867,2019-05-09 08:57:09,2023-02-28 10:32:49,32608,-77.173605,38.885434
Fallsgrove Blvd & Fallsgrove Dr,5754,2013-09-29 11:48:35,2023-02-25 21:59:36,32004,-77.192672,39.096312
Fallsgrove Dr & W Montgomery Ave,4750,2013-10-18 16:57:07,2023-02-23 17:17:47,32016,-77.188014,39.099376
Fenton St & Ellsworth Dr ,24663,2013-10-30 18:17:12,2023-02-28 23:17:46,32036,-77.025608,38.997033
Fenton St & Gist Ave,19011,2013-10-31 10:04:57,2023-02-28 18:31:21,32024,-77.023854,38.989724
Fenton St & New York Ave ,21351,2013-09-28 13:17:18,2023-02-28 22:20:57,32001,-77.023082,38.985404
Fern St & Army Navy Dr,4873,2020-11-09 10:08:29,2022-12-08 10:49:50,,-77.056,38.864
Fessenden St & Wisconsin Ave NW,25452,2013-02-11 09:43:16,2023-02-28 12:47:11,31309,-77.082426,38.954812
Fillmore & Bisdorf,230,2021-12-16 09:58:55,2023-02-26 11:03:37,31961,-77.116206,38.83863
First St & Fayette St,2859,2022-03-28 18:04:20,2023-02-28 17:51:50,31970,-77.050105,38.817019
First and Fayette,47,2022-03-17 21:05:31,2022-03-28 11:11:36,,-77.05,38.817
Fishers Ln & Rock Creek Mill Rd,2489,2018-03-28 19:01:23,2023-02-25 09:35:40,32080,-77.113454,39.0629
Fleet St & Ritchie Pkwy,6108,2013-10-27 14:44:58,2023-02-26 15:49:14,32032,-77.141378,39.076331
Fleet St & Waterfront St,8046,2018-09-19 17:48:11,2023-02-28 09:10:16,32406,-77.016059,38.782633
Florida Ave & R St NW,304632,2010-09-24 10:29:41,2023-02-28 23:09:05,31503,-77.0135,38.9126
Fort Lincoln Dr & 33rd Pl NE,111,2022-12-13 19:37:49,2023-02-27 08:36:30,31537,-76.9556866,38.9216413
Fort Stanton Rec Center,683,2019-12-25 15:07:40,2023-02-27 10:50:28,31825,-76.97768801437633,38.85736903758752
Fort Totten Metro,38080,2014-02-19 14:31:38,2023-03-01 11:17:29,31515,-77.002721,38.952369
Founders Row/W Broad St & West St,154,2022-12-02 16:27:58,2023-02-28 20:05:59,32600,-77.183178,38.8901554
Four Mile Run Dr & S Shirlington Rd,7415,2019-03-02 09:09:09,2022-12-09 15:16:22,,-77.085,38.844
Four Mile Run Dr & S Walter Reed Dr,8968,2019-03-01 08:43:31,2022-12-09 15:24:13,,-77.095,38.847
Franklin & S Washington St,12363,2016-07-21 15:35:31,2019-02-28 20:59:29,,-86.8688899,35.9250637
Franklin St & S Washington St,13207,2019-03-01 10:25:35,2023-02-28 18:35:59,31907,-77.0487,38.798133
Frederick Ave & Horners Ln,2976,2013-09-27 17:35:58,2023-01-15 13:41:16,32009,-77.145213,39.094772
Friendship Blvd & Willard Ave,23133,2013-11-13 17:04:43,2023-02-28 20:59:38,32040,-77.088659,38.96115
Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,14648,2019-03-01 09:03:58,2023-02-28 18:57:06,32014,-77.085998,38.961763
Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,30029,2013-09-27 12:02:07,2019-02-28 23:03:29,,-77.0850407,38.9594117
Ft Myer Dr & Arlington Blvd,104,2020-12-08 23:18:54,2021-01-19 22:02:14,,-77.0722002,38.8943823
GMU / Fairfax Dr & Kenmore St,10263,2018-12-01 11:10:08,2022-06-28 15:09:58,,-77.31174709999999,38.8314578
GMU/Fairfax Dr & Kenmore St,2811,2022-06-28 16:17:36,2023-02-28 22:56:55,31040,-77.10030198097229,38.884702715757356
Gallaudet / 8th St & Florida Ave NE,96358,2012-07-11 17:12:37,2023-02-28 22:50:25,31508,-76.9941,38.90509
Garland Ave & Walden Rd,3100,2018-04-28 10:22:50,2023-02-28 12:54:22,32082,-77.00077,39.00048
George Mason Dr & Wilson Blvd,41046,2012-04-30 12:37:05,2023-02-28 19:46:48,31036,-77.1207,38.87887
George Mason High School / Haycock Rd & Leesburg Pike,1929,2019-05-08 18:10:48,2021-07-27 10:24:25,,-77.191986,38.897787
Georgetown Harbor / 30th St NW,386988,2010-10-05 18:34:39,2023-02-28 23:33:59,31215,-77.05911666154861,38.90226780126366
Georgia & Missouri Ave NW,22364,2015-08-25 08:40:15,2023-02-28 19:40:19,31411,-77.027855,38.961339
Georgia & New Hampshire Ave NW,241486,2010-09-20 17:53:16,2023-02-28 23:42:37,31400,-77.02418088912964,38.9366839345886
Georgia Ave & Dahlia St NW,4,2023-02-26 17:03:44,2023-02-28 13:54:39,31425,-77.026747,38.976061
Georgia Ave & Emerson St NW,34546,2013-04-13 17:26:04,2023-02-28 18:49:33,31405,-77.027333,38.949662
Georgia Ave & Fairmont St NW,6292,2022-02-22 15:36:25,2023-02-28 18:59:26,31207,-77.02232748270035,38.924784585266956
Georgia Ave & Kennedy St NW,10311,2018-01-10 17:40:02,2023-02-28 21:22:12,31415,-77.02791,38.95674
Georgia Ave & Morton St NW,44573,2019-05-23 15:12:29,2023-02-28 23:52:57,31419,-77.0235,38.932128
Georgia Ave & Piney Branch Rd NW,13470,2017-03-09 09:23:27,2023-02-28 21:15:22,31414,-77.027976,38.967505
Georgia Ave & Spring St,8560,2013-10-31 10:34:26,2023-02-28 19:02:52,32035,-77.031555,38.999388
Georgia Ave and Fairmont St NW,89772,2010-09-20 12:47:36,2022-02-21 21:44:02,,-77.02232750000002,38.9247846
Glebe Rd & 11th St N,35475,2012-05-17 12:45:14,2023-02-28 18:15:30,31038,-77.116817,38.883921
Golf Course Sq and Golf Course Dr,667,2021-07-20 18:59:54,2023-02-28 19:45:02,32246,-77.353552,38.944013
Good Hope & Naylor Rd SE,5300,2010-10-12 16:48:16,2023-02-27 09:28:12,31700,-76.969184,38.861663
Good Hope Rd & 14th St SE,15620,2012-05-03 16:14:57,2023-02-28 07:25:01,31803,-76.985238,38.866611
Good Hope Rd & MLK Ave SE,29431,2010-09-20 16:55:04,2023-02-28 18:03:29,31802,-76.988039,38.867373
Grand Park & Rose Ave,1204,2018-05-23 11:18:08,2019-03-31 10:18:34,,-86.151,40.06
Grandview & Blueridge Ave,3515,2017-03-02 18:34:56,2023-02-27 11:37:40,32065,-77.053085,39.043272
Grant Circle,15868,2020-03-10 15:34:14,2023-02-28 21:22:36,31421,-77.01822102069855,38.942024743273045
Gravelly Point,89589,2018-12-02 14:54:34,2023-02-28 19:48:03,31064,-77.039511,38.865029
Green Range Dr and Glade Dr,293,2021-07-23 19:32:25,2023-02-18 15:24:46,32249,-77.36786842346191,38.93714618600706
Greenbelt Station Parkway,1652,2021-06-24 17:33:23,2023-02-26 08:47:52,32426,-76.916243,39.002459
Greensboro & International Dr,1652,2016-10-26 13:44:26,2023-02-27 12:24:18,32221,-77.227417,38.923083
Greensboro & Pinnacle Dr,842,2018-05-02 16:17:54,2023-02-25 17:19:40,32227,-77.23034,38.92245
Greensboro Metro East,13,2023-01-20 23:42:07,2023-02-23 13:26:33,32211,-77.233165204525,38.920687266851736
Hains Point/Buckeye & Ohio Dr SW,117714,2013-11-09 08:02:41,2023-02-28 23:51:04,31273,-77.03023,38.878433
Half & Water St SW,14613,2020-08-14 12:04:12,2023-02-28 22:57:48,31664,-77.010551,38.866277
Hamlin & 7th St NE,44844,2013-08-16 16:39:39,2023-02-28 23:09:53,31514,-76.997194,38.927497
Hardy Rec Center,11537,2020-03-19 19:21:48,2023-02-28 19:10:57,31326,-77.08564639091492,38.90970086204467
Hartland Rd & Harte Pl,649,2021-09-24 16:29:07,2023-02-26 17:26:01,32255,-77.222808,38.878601
Harvard St & Adams Mill Rd NW,96869,2010-10-14 08:15:56,2023-02-28 18:03:09,31112,-77.043358,38.927872
Henry Bacon Dr & Lincoln Memorial Circle NW,415424,2016-06-14 13:29:29,2023-02-28 22:16:16,31289,-77.049383,38.890539
Henry St & Pendleton St,26113,2012-08-31 18:19:06,2023-02-25 11:50:54,31046,-77.050276,38.811456
Holmes Run Pkwy & N Pickett St,1411,2022-01-17 19:46:54,2023-02-28 16:34:46,31963,-77.11893,38.814305
Hyattsville Library / Adelphi Rd & Toledo Rd,1754,2019-04-13 11:42:17,2023-02-28 15:20:34,32417,-76.9493,38.9698
Independence Ave & L'Enfant Plaza SW/DOE,144008,2013-08-06 12:10:58,2023-02-28 20:30:02,31633,-77.025762,38.887312
Inlet Ct & Wiehle Dr,172,2021-07-18 09:03:49,2023-02-26 13:22:06,32242,-77.334359,38.965979
Iwo Jima Memorial / Meade & 14th St N,46339,2019-03-01 11:51:53,2023-02-28 19:22:52,31077,-77.071301,38.88992
Iwo Jima Memorial/N Meade & 14th St N,93722,2014-06-12 11:19:38,2019-02-28 20:55:37,,-77.0697213,38.8904365
Jefferson Dr & 14th St SW,889623,2012-03-16 12:18:43,2023-02-28 21:20:19,31247,-77.032427,38.8885525
Jefferson Memorial,582094,2012-05-02 11:20:45,2023-02-28 22:21:30,31249,-77.037413,38.879819
John McCormack Dr & Michigan Ave NE,58305,2010-09-20 19:24:40,2023-02-28 21:00:21,31502,-76.9955,38.9346
John McCormack Rd NE,9216,2019-08-23 16:58:07,2023-02-28 21:18:42,31528,-76.997226,38.938889
Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,495,2017-10-06 16:39:19,2023-02-26 09:21:22,31819,-77.01033,38.81909
Jones Branch & Westbranch Dr,1588,2016-10-21 15:49:05,2023-02-20 11:52:11,32206,-77.219261,38.931911
Jones Branch Drive & Scotts Crossing Rd,826,2019-05-16 17:44:16,2023-02-14 08:26:14,32233,-77.215624,38.928502
Joyce St & 16th St S,17808,2019-03-01 01:52:13,2023-02-28 22:39:04,31091,-77.063275,38.859254
