station_name,appearance,min_travel_dt,max_travel_dt,short_name,lon,lat
Kansas Ave & Longfellow St NW,4719,2020-11-25 11:50:28,2023-02-28 23:36:54,31423,-77.013821,38.958098
Kansas Ave & Sherman Cr NW,29313,2018-10-05 15:30:51,2023-02-28 23:17:25,31417,-77.02154964208603,38.94796174822241
Kenilworth Terr & Hayes St. NE,225,2022-09-02 15:04:49,2023-02-27 23:58:03,31717,-76.9472873210907,38.90046848783359
Kenilworth Terrace & Hayes St. NE,2518,2019-11-09 15:23:06,2022-09-02 08:24:59,,-76.947524,38.900695
Kenmore Ave & Seminary Rd,862,2021-04-28 20:22:36,2023-02-27 18:49:54,31946,-77.110588,38.828887
Kenmore St & 24th St S,3828,2019-03-04 17:48:49,2022-12-09 14:54:29,,-77.084,38.848
Kennebec St & 11th St N,15502,2016-09-14 08:18:08,2023-02-28 19:20:26,31905,-77.135271,38.880992
Kennedy Center,147185,2010-10-07 12:03:30,2023-02-28 22:48:21,31211,-77.05557,38.897293
Key Blvd & N Quinn St,33967,2012-04-24 08:35:56,2021-01-26 13:37:58,,-77.0861211,38.8933798
Key West Ave & Diamondback Dr,1446,2017-09-07 03:41:19,2023-02-24 15:01:05,32072,-77.202354,39.106152
Key West Ave & Great Seneca Hwy,930,2017-05-29 10:05:07,2023-01-15 12:48:08,32070,-77.20386,39.105642
Key West Ave & Siesta Key Way,2580,2016-02-20 12:53:55,2023-02-24 14:55:13,32052,-77.194774,39.105295
King Farm Blvd & Piccard Dr,9614,2013-11-06 14:48:23,2023-02-28 20:47:52,32038,-77.182669,39.110314
King Farm Blvd & Pleasant Dr,10111,2013-11-01 13:40:59,2023-02-27 07:40:19,32037,-77.171487,39.114688
King Greenleaf Rec Center,25593,2018-11-14 10:40:20,2023-02-28 21:34:58,31654,-77.012443,38.876211
King St & Kenwood Ave,262,2021-12-09 14:50:09,2023-02-28 15:17:59,31957,-77.085066,38.824793
King St & N Pitt St,5082,2022-01-28 12:32:31,2023-02-28 18:41:32,31968,-77.04467564821243,38.8048011316311
King St & Patrick St,52084,2012-08-31 18:01:47,2023-03-01 17:41:43,31044,-77.049883,38.805317
King St & Peyton St,2319,2021-11-18 10:31:05,2023-02-28 18:29:01,31955,-77.055911,38.806002
King St & W Braddock Rd,593,2022-01-23 14:45:10,2023-02-28 23:10:35,31962,-77.088985,38.827674
King St Metro North / Cameron St,47703,2016-02-17 15:35:30,2023-03-01 15:52:32,31098,-77.059817,38.80704
King St Metro South,68861,2012-08-29 11:17:10,2023-02-28 19:34:21,31048,-77.060626745224,38.80576284873485
Kingman Island/The Fields at RFK,16204,2019-11-01 13:19:02,2023-02-28 18:01:17,31716,-76.9678448436025,38.89595455700754
L'Enfant Plaza / 7th & C St SW,355590,2010-10-06 16:26:29,2023-02-28 18:58:29,31218,-77.022241,38.886266
Lake Newport Rd and Autumn Ridge Cir,523,2021-07-27 20:03:08,2023-02-27 08:59:40,32251,-77.35345423221588,38.97850255151454
Lamont & Mt Pleasant NW,337998,2010-09-20 16:56:17,2023-02-28 23:25:12,31107,-77.0388,38.9319
Langston Blvd & N Adams St,8590,2020-04-01 18:51:21,2023-02-28 22:12:47,31030,-77.089006,38.89593
Langston Blvd & N Cleveland St,3614,2020-04-04 14:54:35,2023-02-28 22:16:14,31079,-77.09169,38.894941
Langston Blvd & N Kirkwood Rd,446,2022-09-21 09:25:26,2023-02-28 11:26:42,31094,-77.09713,38.895377
Langston Blvd & N Kirkwood St,2114,2020-04-02 14:54:43,2022-09-21 09:47:24,,-77.1193674,38.8988442
Langston Blvd & N Monroe St,2841,2020-04-02 16:39:55,2023-02-28 17:04:41,31092,-77.104562,38.896456
Langston Blvd & N Scott St,6499,2020-04-02 11:05:23,2023-02-28 20:23:28,31080,-77.080851,38.897612
Langston Blvd & N Woodstock St,2641,2020-04-02 20:19:59,2023-02-28 15:02:09,31900,-77.118009,38.898301
Largo Rd & Campus Way / Prince Georges's Comm Col,1432,2018-08-27 12:35:53,2023-02-28 15:19:39,32405,-76.825535,38.88994
Largo Town Center Metro,2243,2018-06-02 18:43:58,2023-02-28 15:09:26,32401,-76.844604,38.899811
Lee Center,11232,2016-07-22 09:20:19,2023-02-28 14:15:51,31914,-77.053766,38.797557
Lee Hwy & N Adams St,66606,2012-04-25 19:11:02,2021-07-22 10:56:34,,-82.4238686,36.5753341
Lee Hwy & N Cleveland St,32416,2014-07-24 06:37:46,2021-07-22 10:23:37,,-82.4238686,36.5753341
Lee Hwy & N Kirkwood Rd,13511,2015-01-16 06:43:16,2021-07-20 20:18:13,,-82.4238686,36.5753341
Lee Hwy & N Monroe St,12274,2014-11-29 16:25:34,2021-07-22 08:32:34,,-82.4238686,36.5753341
Lee Hwy & N Scott St,50422,2014-08-06 18:25:40,2021-07-22 10:32:45,,-82.4238686,36.5753341
Lee Hwy & N Woodstock St,8686,2016-02-19 17:37:46,2021-07-22 09:57:46,,-82.4238686,36.5753341
Library St & Freedom Dr,3927,2016-10-21 04:56:12,2023-02-27 15:31:56,32216,-77.358741,38.959633
Lincoln Memorial,960312,2012-10-03 09:05:55,2023-02-28 20:24:27,31258,-77.0494365,38.888255
Lincoln Park / 13th & East Capitol St NE ,383274,2010-10-25 17:33:14,2023-03-01 11:18:19,31619,-76.988355,38.890461
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38956,2017-12-01 13:55:44,2023-02-28 23:17:22,31523,-77.0078,38.915
Links Dr & Wedge Dr,292,2021-07-20 20:28:12,2023-02-20 11:11:30,32245,-77.339295,38.959025
Livingston Rd & 3rd St SE,2594,2017-09-21 01:18:10,2023-02-28 18:12:05,31818,-77.00223,38.82373
Long Bridge Aquatic Center,4272,2021-09-16 14:15:09,2023-02-28 18:22:08,31950,-77.04409494996071,38.87056104566178
Long Bridge Aquatic ctr,189,2021-08-12 14:32:41,2021-09-16 07:32:59,,-77.04409489999999,38.870561
Long Bridge Dr & 6th St S,234,2018-12-02 00:18:23,2019-02-28 16:56:10,,-79.083,37.64
Long Bridge Park / Long Bridge Dr & 6th St S,8563,2019-03-02 11:52:09,2023-02-28 21:40:42,31090,-77.05003,38.865553
Long Bridge Park/Long Bridge Dr & 6th St S,11061,2013-11-15 11:47:44,2018-12-04 07:30:29,,-77.0464764,38.8671948
Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital,64,2023-01-29 12:23:25,2023-02-28 18:27:02,31334,-77.106913,38.935839
Lynn & 19th St North,231180,2011-04-16 19:34:58,2019-02-28 22:45:40,,-70.9494938,42.46676300000001
Lynn St & 19th St North,71318,2019-03-01 05:14:39,2022-11-18 09:29:22,,-77.07,38.897
Lyttonsville Rd & Lyttonsville Pl,4612,2016-04-01 18:00:51,2023-02-25 08:57:03,32054,-77.051168,38.999679
M St & New Jersey Ave SE,229497,2010-09-20 11:27:04,2023-02-28 23:17:29,31208,-77.0037,38.8763
M St & Pennsylvania Ave NW,463825,2011-12-21 12:01:12,2023-03-01 00:21:46,31246,-77.056887,38.905126
MBT & Bryant St NE,26301,2021-08-31 12:59:45,2023-02-28 22:32:46,31531,-76.9960230588913,38.92240364115446
MTL-ECO5-03,4,2021-02-12 17:04:26,2021-02-17 00:54:17,,-73.56739189999999,45.5018869
Madison & Fairfax St,14727,2016-11-10 12:17:32,2019-02-28 20:58:48,,-77.04946799999999,38.813485
Madison & N Henry St,9218,2016-02-17 07:47:07,2019-02-28 17:39:46,,-77.04946799999999,38.813485
Madison St & Fairfax St,19997,2019-03-01 07:53:25,2023-02-28 17:36:18,31918,-77.040691,38.812351
Madison St & N Henry St,7726,2019-03-01 07:31:22,2023-02-28 16:58:47,31099,-77.049468,38.813485
Main Line Blvd & E Glebe,7842,2021-12-09 16:19:00,2023-02-28 21:48:26,31959,-77.049772,38.832431
Maine Ave & 7th St SW,248801,2010-10-13 09:45:56,2023-02-28 23:40:20,31609,-77.02305436134338,38.878693599396954
Maine Ave & 9th St SW,158047,2017-10-10 10:24:19,2023-02-28 23:22:28,31646,-77.025236,38.88044
Maine Ave & Water St SW,5990,2022-08-03 12:57:50,2023-02-28 21:46:53,31674,-77.02094480395317,38.87674677186661
Mandeville Ln & Stovall St,560,2022-09-07 15:23:37,2023-02-28 19:21:15,31974,-77.072558,38.802893
Maple & Ritchie Ave,17777,2013-09-27 13:31:28,2023-02-27 12:11:29,32011,-77.006311,38.983627
Market Square / King St & Royal St,94075,2012-08-27 10:59:28,2023-02-28 09:46:46,31042,-77.043363,38.804718
Maryland Ave & 17th St NE,24760,2018-12-11 13:50:42,2023-02-28 23:20:04,31656,-76.978627,38.901935
Maryland Ave & E St NE,120955,2015-11-10 11:13:23,2023-02-28 23:44:44,31640,-76.99278563261032,38.8962260397813
Marymount University / Yorktown Blvd & 26th St N,165,2022-10-20 10:01:43,2023-02-28 16:01:58,31977,-77.127776,38.904252
Massachusetts Ave & 6th St NE,53161,2018-12-11 19:54:03,2023-02-28 22:21:25,31657,-76.998273,38.892934
Massachusetts Ave & Dupont Circle NW,1109827,2010-09-20 12:30:50,2023-02-28 22:28:14,31200,-77.0444,38.9101
McKinley St & Connecticut Ave NW,15449,2014-10-15 11:23:06,2019-02-28 21:35:57,,-90.175,41.874
McLean Metro,1523,2019-01-23 09:54:09,2023-02-28 11:26:17,32230,-77.20812678337097,38.92400207520182
Medical Center Dr & Key West Ave,2509,2014-01-09 11:54:41,2023-02-28 12:44:12,32041,-77.196442,39.103091
Medical Center Metro ,12598,2016-02-23 17:56:37,2023-02-28 17:43:26,32053,-77.097882,38.999378
Meridian High School / Haycock Rd & Leesburg Pike,753,2020-04-21 18:03:32,2022-12-01 06:16:33,,-77.1795705,38.9017088
Merrifield Cinema & Merrifield Town Center,4963,2019-06-18 13:25:01,2023-02-28 19:28:53,32235,-77.22997,38.870093
Merrilee Dr & Lauren Elizabeth Lane,3182,2019-05-21 20:19:53,2023-02-26 17:14:52,32234,-77.230681,38.879355
Metro Center / 12th & G St NW,475092,2011-05-13 08:27:12,2023-02-28 23:55:04,31230,-77.02795878052711,38.89832574246664
Minnesota Ave & R St SE,3826,2020-05-15 00:24:53,2023-02-28 13:28:04,31826,-76.978519,38.8693365
Minnesota Ave Metro/DOES,11122,2010-09-20 12:19:46,2023-02-28 15:40:10,31703,-76.947446,38.897063
Mississippi Ave & 19th St SE / THEARC,1800,2017-09-22 09:47:43,2023-02-28 08:29:32,31814,-76.97557,38.84377
Monroe Ave & Leslie Ave,27574,2014-08-20 15:32:42,2023-02-28 23:40:22,31087,-77.053096,38.820932
Monroe St & Monroe Pl,5056,2013-11-01 13:09:20,2023-02-26 15:37:43,32017,-77.149162,39.083673
Montello Ave & Holbrook Terr NE,29293,2018-11-21 15:18:45,2023-02-28 22:18:53,31524,-76.986813,38.907444
Montgomery & East Ln,22218,2013-09-27 15:48:22,2023-02-28 14:26:58,,-86.3077368,32.3792233
Montgomery Ave & Waverly St ,12664,2013-10-20 17:20:07,2023-02-28 19:01:17,32003,-77.09221,38.983838
Montgomery College / W Campus Dr & Mannakee St,1018,2019-03-02 17:24:17,2023-02-28 22:28:06,32023,-77.159048,39.095661
Montgomery College/W Campus Dr & Mannakee St,3434,2013-10-19 17:43:40,2019-02-28 21:59:41,,-77.2405153,39.1547426
Motivate BX Tech office,755,2020-04-19 08:24:31,2020-11-11 12:17:18,,-77.01,38.964
Motivate Tech Office,29,2020-07-29 11:19:11,2022-09-20 11:52:19,,0.0,0.0
Mount Vernon Ave & Bruce St,8632,2016-07-20 15:23:17,2023-02-28 19:32:36,31912,-77.063093,38.841291
Mount Vernon Ave & E Del Ray Ave,31232,2014-08-19 17:30:25,2023-02-28 19:30:12,31086,-77.058541,38.82595
Mount Vernon Ave & E Nelson Ave,24898,2014-08-19 14:31:29,2023-02-28 18:51:38,31085,-77.057619,38.820064
Mount Vernon Ave & Four Mile Run Park,16507,2016-07-20 15:59:03,2023-02-28 21:43:10,31909,-77.064016,38.843422
Mount Vernon Ave & Kennedy St,27313,2014-08-19 18:12:22,2023-02-28 16:35:04,31088,-77.059821,38.833077
Mt Vernon Trail & S. Washington St.,14573,2020-07-01 13:13:52,2023-02-28 18:20:17,31929,-77.049436,38.7930647
N Hampton Dr & Ford Ave,1206,2021-02-09 17:44:00,2023-02-28 20:00:25,31941,-77.106111,38.837306
N Howard St & N Imboden St,209,2021-10-24 13:19:25,2023-02-21 11:07:33,31952,-77.105564,38.818509
N Howard St & Taney Ave,887,2021-03-08 15:33:23,2023-02-18 11:52:51,31943,-77.110014,38.815842
N Lynn St & Fairfax Dr,58500,2016-11-09 17:29:59,2023-02-28 22:57:33,31917,-77.070862,38.89386
N Moore St & Rosslyn Metro,7,2021-05-06 15:32:15,2021-05-06 22:58:53,,-74.0085852,40.7199639
N Oak St & W Broad St,4022,2019-05-09 07:29:50,2023-02-28 22:28:44,32602,-77.179832,38.88837
N Pershing Dr & N George Mason Dr,198,2022-12-09 21:48:26,2023-02-28 21:06:31,31069,-77.107906,38.871822
N Pershing Dr & N Quebec St,236,2022-12-09 22:22:26,2023-02-28 18:55:07,31973,-77.104784,38.874248
N Pershing Dr & N Wayne St,291,2022-12-09 17:29:31,2023-02-28 20:50:53,31065,-77.08596,38.880705
N Pershing Dr & Quebec St,917,2022-05-28 12:00:05,2022-12-09 08:35:11,,-77.099307,38.8765918
N Pershing Dr & Wayne St,26926,2013-07-02 09:25:28,2019-02-28 21:14:41,,-77.099307,38.8765918
N Pitt & Wythe St,447,2020-05-05 14:04:23,2020-09-28 17:46:29,,-77.043,38.811
N Pitt St & Montgomery St,5855,2021-01-29 17:50:06,2023-02-28 18:04:40,31931,-77.04281687736511,38.81403111409755
N Quincy St & Glebe Rd,49201,2012-04-27 19:04:39,2023-02-28 21:44:04,31035,-77.107735,38.876393
N Randolph St & Fairfax Dr,44379,2012-04-27 15:58:17,2019-02-28 22:36:26,,-77.1113352,38.9028894
N Rhodes & 16th St N,36539,2011-04-16 20:02:43,2019-02-28 23:29:10,,28.217,36.434
N Roosevelt St & Roosevelt Blvd,5241,2019-05-09 15:52:39,2023-02-28 17:54:42,32606,-77.153953,38.878085
N Shore Dr & Wainwright Dr,11,2023-01-26 10:52:49,2023-02-26 15:58:36,32259,-77.349764,38.963782
N Veitch  & 20th St N,45787,2012-04-24 06:44:23,2019-02-28 22:56:53,,-77.089,38.896
N Veitch & Key Blvd,31012,2012-04-24 12:06:04,2019-02-28 21:11:25,,-77.088,38.893
N Veitch St & 20th St N,16875,2019-03-01 08:41:32,2023-02-28 21:34:08,31029,-77.086502,38.896923
N Veitch St & Key Blvd,7895,2019-03-01 13:20:03,2023-02-28 19:27:32,31028,-77.086063,38.893237
N. Beauregard St. & Berkley St.,2859,2020-06-30 16:53:51,2023-02-28 18:37:54,31928,-77.10773438215256,38.84154815912996
Nannie Helen Burroughs & Minnesota Ave NE,4759,2010-10-05 17:58:49,2023-02-26 18:21:04,31704,-76.941877,38.901385
Nannie Helen Burroughs Ave & 49th St NE,5135,2013-11-11 09:23:18,2023-02-28 16:34:02,31710,-76.931862,38.898536
National Airport,7345,2020-12-02 14:10:49,2023-02-28 21:15:54,31935,-77.045916,38.852903
National Harbor Carousel,16651,2019-12-07 13:28:16,2023-02-28 20:33:28,32423,-77.0167,38.7859
Neal St & Trinidad Ave NE,83414,2013-06-14 11:32:14,2023-02-28 21:25:39,31512,-76.987211,38.903732
Nebraska Ave/AU East Campus,5011,2017-06-22 19:40:25,2019-02-28 21:52:29,,-77.036,38.907
Needwood Rd & Eagles Head Ct,4307,2013-10-18 17:39:40,2023-02-28 17:56:20,32018,-77.15741,39.123513
New Dominion Pkwy & Fountain Dr,2579,2016-10-21 06:00:15,2023-02-20 14:45:27,32212,-77.356324,38.960574
New Hampshire & Gallatin St NW,16281,2019-01-11 06:12:47,2023-02-28 18:49:39,31418,-77.012808,38.951596
New Hampshire & Kirklynn Ave,2211,2017-02-17 10:35:54,2023-02-25 16:38:14,32061,-76.988422,38.988101
New Hampshire & Lockwood,803,2020-05-03 18:29:15,2023-02-28 12:49:33,32089,-76.9918237,39.0391022
New Hampshire Ave & 24th St NW,262049,2014-08-06 15:49:56,2023-02-28 23:37:35,31275,-77.051084,38.901755
New Hampshire Ave & East-West Hwy,1972,2019-04-27 12:59:40,2023-02-28 18:27:37,32412,-76.995227,38.974205
New Hampshire Ave & T St NW,770663,2010-10-15 10:24:36,2023-02-28 23:12:46,31229,-77.038252,38.915544
New Hampshire Ave & Ward Pl NW,94753,2020-04-01 08:19:07,2023-02-28 21:40:09,31212,-77.0473176240921,38.90571079190728
New Jersey Ave & F St NW,100668,2018-12-06 12:41:50,2023-02-28 23:06:41,31655,-77.011616,38.897108
New Jersey Ave & H St SE,7731,2022-09-15 14:14:49,2023-02-28 22:59:04,31828,-77.00574070215225,38.880760725950644
New Jersey Ave & K St NW,13455,2022-03-23 09:14:29,2023-02-28 23:18:31,31642,-77.01366662979126,38.90257109172293
New Jersey Ave & L St NW,23928,2016-08-02 08:42:47,2019-07-31 22:46:06,,-77.013,38.903
New Jersey Ave & N St NW/Dunbar HS,161853,2013-11-05 09:47:59,2023-02-28 21:40:54,31636,-77.01536044478416,38.90733256111448
New Jersey Ave & R St NW,188277,2013-05-14 08:01:45,2023-02-28 23:05:28,31509,-77.017669,38.912659
New York Ave & 15th St NW,468818,2010-10-09 12:33:23,2023-02-28 21:36:13,31222,-77.03335404396057,38.89903234416315
New York Ave & Hecht Ave NE,78922,2015-11-12 18:05:23,2023-02-28 22:15:32,31518,-76.983683,38.915604
Norfolk & Rugby Ave,11617,2013-10-25 17:39:44,2023-02-28 19:44:38,32028,-77.100239,38.990639
Norfolk Ave & Fairmont St,21408,2013-09-27 12:48:38,2023-02-28 13:16:24,32000,-77.096539,38.988562
North Bethesda Metro,338,2022-09-13 16:47:11,2023-02-26 16:45:07,32075,-77.11287,39.04753
North Capitol & K St NE,4525,2022-08-12 12:27:11,2023-02-28 20:23:29,31675,-77.00824588537216,38.90244372501735
North Capitol & R St NE,40850,2019-07-30 16:04:23,2023-02-28 23:22:37,31527,-77.00891107320786,38.912912458206925
North Capitol St & F St NW,516960,2010-10-26 14:47:58,2023-02-28 23:05:46,31624,-77.009888,38.897446
North Capitol St & G Pl NE,137933,2013-12-13 10:20:34,2023-02-28 23:52:06,31637,-77.008911,38.899703
North Shore & Cameron Crescent Dr/Crescent Apartments,1026,2017-01-13 11:05:56,2023-02-18 15:59:16,32209,-77.338686,38.970046
North Shore Dr & Village Rd,3048,2017-02-23 16:46:58,2023-02-26 12:52:25,32223,-77.340787,38.970412
North Village and Park Garden,303,2021-09-19 17:20:25,2023-02-26 16:13:13,32256,-77.341823,38.983199
Northwestern High School,1743,2019-04-17 15:43:21,2023-02-28 22:55:53,32411,-76.952199,38.975505
Oak Leaf & Lockwood,928,2020-05-02 16:00:59,2023-02-22 08:19:27,32094,-76.9945391,39.0379809
Offutt Ln & Chevy Chase Dr,19482,2013-10-25 13:30:00,2023-02-28 19:06:47,32029,-77.094589,38.977093
Oglethorpe St & 42nd Ave,4090,2019-04-18 23:00:03,2023-02-26 22:11:52,32408,-76.946361,38.959361
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,330169,2012-03-16 09:57:00,2023-02-28 22:47:38,31240,-77.04657,38.88412
Oklahoma Ave & Benning Rd NE,9100,2020-05-28 20:33:37,2023-02-28 16:54:32,31719,-76.9695094,38.8974996
Oklahoma Ave & D St NE,55275,2015-09-11 16:20:52,2023-02-28 21:53:20,31712,-76.974828,38.894474
Old Georgetown Rd & Southwick St,18086,2013-11-13 15:18:23,2023-02-28 18:09:12,32039,-77.109647,38.999634
Olde Crafts Dr and Cartwright Pl,284,2021-07-24 13:45:22,2023-02-19 11:14:54,32248,-77.354067,38.938797
Oxon Hill Park & Ride,1004,2018-09-22 16:56:19,2023-02-28 20:18:11,32407,-77.00103,38.798749
Park Pl & Rock Creek Church Rd NW,2415,2022-09-08 16:01:46,2023-02-28 21:49:02,31137,-77.01912492513657,38.93713516763736
Park Rd & Holmead Pl NW,382128,2010-09-20 12:29:32,2023-02-28 23:03:51,31602,-77.0315,38.9308
Park Run & Onyx Dr,4937,2018-10-19 19:04:11,2023-02-28 18:58:36,32229,-77.226644,38.92755
Pennsylvania & Minnesota Ave SE,16786,2010-10-08 21:44:42,2023-02-26 21:14:03,31805,-76.971015,38.873057
Pennsylvania Ave & Park Ave,3274,2019-05-09 13:07:16,2023-02-26 16:42:40,32603,-77.176992,38.887403
Penrose Sq/Columbia Pike & S Barton St,2172,2022-03-30 12:57:54,2023-02-28 21:14:46,31971,-77.084259,38.863508
Pentagon City Metro / 12th & S Hayes St,87556,2010-09-20 19:53:45,2019-02-28 21:18:45,,-77.059936,38.862303
Pentagon City Metro / 12th St & S Hayes St,35827,2019-03-01 06:19:50,2023-02-28 23:20:15,31005,-77.059936,38.862303
Pentagon Row Plaza / Army Navy Dr & Joyce St,1169,2022-12-09 16:53:44,2023-02-28 20:51:09,31006,-77.06341624259947,38.86331354301248
Perry & 35th St,3996,2018-06-01 17:21:42,2023-02-28 16:59:09,32404,-76.960054,38.936213
Pershing & N George Mason Dr,27679,2013-08-29 15:34:16,2019-02-28 21:17:31,,-77.11,38.871
Pershing Dr & N George Mason Dr,10278,2019-03-01 09:39:05,2022-12-09 10:01:14,,-77.107,38.871
Pershing Dr & Wayne St,9588,2019-03-01 09:21:11,2022-12-08 18:54:16,,-77.085,38.88
Philadelphia & Maple Ave,15369,2013-09-27 14:12:55,2022-10-03 17:12:01,,-75.1652215,39.9525839
Piccard & W Gude Dr,4496,2013-10-27 15:28:44,2023-02-28 17:25:22,32033,-77.177091,39.102212
Pleasant St & MLK Ave SE,14593,2013-06-04 09:14:53,2023-02-28 14:20:32,31807,-76.990037,38.863897
Pooks Hill Rd & Linden Ave,4342,2017-01-08 09:37:02,2023-02-23 18:14:00,32057,-77.107143,39.014716
Potomac & M St NW,146266,2017-04-13 11:36:01,2023-02-28 23:28:40,31295,-77.065246,38.905509
Potomac & Pennsylvania Ave SE,222289,2010-09-22 16:08:46,2023-02-28 23:17:24,31606,-76.9862,38.8803
Potomac & Swann Ave,19113,2016-07-28 17:39:13,2019-02-28 22:33:59,,-77.208,39.018
Potomac Ave & 35th St S,43059,2011-02-08 16:03:44,2023-02-28 22:07:38,31052,-77.050537,38.844015
Potomac Ave & 8th St SE,63094,2013-10-09 12:44:20,2023-02-28 23:14:34,31635,-76.994468,38.876737
Potomac Ave & Half St SW,32565,2018-07-11 14:16:14,2023-02-28 22:45:08,31648,-77.01081544160843,38.86968314861632
Potomac Ave & Main Line Blvd,16099,2016-06-07 20:00:18,2023-02-27 21:26:42,31910,-77.049265,38.822738
Potomac Ave & Swann Ave,23669,2019-03-01 17:42:53,2023-02-28 20:24:11,31916,-77.047844,38.829545
Potomac Greens Dr & Slaters Ln,33767,2014-08-20 13:06:45,2023-02-28 16:52:52,31083,-77.047494,38.82175
Powhatan St & Bashford Ln,15795,2016-07-28 16:39:03,2023-02-28 21:48:30,31915,-77.047783,38.818748
Prince George's Plaza Metro,6492,2019-09-11 17:19:19,2023-02-28 22:50:22,32420,-76.954803,38.965742
Prince St & Union St,78687,2012-08-27 08:36:27,2023-02-28 18:06:47,31041,-77.040363,38.803124
Queens Chapel & Hamilton St,3963,2019-04-25 14:04:54,2023-02-28 23:48:31,32410,-76.9595,38.9546
Radford & Osage St,2725,2016-06-09 14:32:00,2019-02-28 18:52:01,,-80.5764477,37.13179239999999
Radford St & Osage St,2833,2019-03-04 18:54:42,2023-02-24 18:04:54,,-77.086,38.828
Randle Circle & Minnesota Ave SE,3748,2010-09-25 14:04:59,2023-02-28 23:34:23,31702,-76.9607,38.878
Reed & Edison,1676,2022-05-15 12:01:57,2023-02-28 10:12:39,31956,-77.060899,38.83728
Reed and Edison,173,2021-12-03 18:19:55,2022-05-10 17:28:45,,-77.06089899999999,38.83728
Reservoir Rd & 38th St NW,36965,2020-01-03 10:11:49,2023-02-28 23:35:41,31325,-77.07432264076488,38.91261359469192
Reston Pkwy & Bennington Woods Rd,534,2021-07-13 18:03:46,2023-02-28 18:19:33,32241,-77.351837,38.973625
Reston Pkwy & Spectrum Dr,1368,2017-05-09 17:47:00,2023-02-28 18:11:46,32225,-77.35428035259247,38.964207741006206
Reston Regional Library,769,2016-10-05 10:43:24,2023-01-16 10:23:22,,-77.35881499999999,38.96209500000001
Reston Station,9717,2016-10-05 09:37:04,2018-12-04 09:32:53,,-77.3380643,38.948943
Reston Town Center Metro North,203,2022-10-28 13:51:25,2023-02-28 17:36:07,32243,-77.359717,38.953691
Reston Town Center Metro South,120,2022-10-28 13:27:04,2023-02-28 19:10:33,32258,-77.361466,38.9523
Reston Town Center Transit Station,12549,2016-10-05 11:17:09,2023-02-27 20:46:33,,-77.358741,38.959633
Reston YMCA,3732,2016-10-21 09:15:24,2023-02-28 23:23:01,32219,-77.368416,38.955314
Rhode Island & Connecticut Ave NW,390063,2011-11-18 13:07:40,2023-02-28 22:38:43,31239,-77.03980207443237,38.905995699991145
Rhode Island & Montana Ave NE,6321,2019-08-01 07:39:40,2023-02-28 13:03:16,31526,-76.9859,38.9243
Rhode Island Ave & 39th St / Brentwood Arts Exchange,3878,2019-04-19 18:27:12,2023-02-26 10:51:50,32413,-76.955047,38.939271
Rhode Island Ave & Montana Ave NE,433,2019-06-06 14:48:11,2019-07-31 20:44:03,,-76.9854606,38.9246899
Rhode Island Ave & V St NE,67689,2013-07-30 16:33:53,2023-02-28 23:36:18,31513,-77.004746,38.918155
Rhode Island Ave Metro,69158,2014-02-24 12:26:32,2023-02-28 22:37:08,31516,-76.995876,38.920682
Rhodes St & 16th St N,11443,2019-03-01 07:58:44,2023-02-28 23:06:53,31018,-77.079375,38.892164
Ridge Heights Rd & Seahawks Dr,805,2021-07-10 11:55:42,2023-02-28 21:45:32,32238,-77.337775,38.936061
Ridge Heights and Owl Cove Ln,789,2021-07-31 19:21:30,2023-02-28 17:15:24,32252,-77.331653,38.933923
Ridge Rd & Southern Ave SE,19,2023-01-13 16:37:21,2023-02-26 22:22:31,31723,-76.935246,38.872976
Ridge Rd Community Center,405,2019-12-31 12:15:23,2023-02-26 15:15:09,31718,-76.94098126958124,38.876227445751475
Riggs Rd & East West Hwy,2140,2019-04-28 12:07:26,2023-02-28 21:16:52,32414,-76.9807,38.9725
Ring Rd & North Shore Dr,286,2021-07-14 07:37:06,2023-02-23 15:24:10,32240,-77.326761,38.970807
Ripley & Bonifant St,11944,2013-10-30 18:11:02,2019-10-17 09:34:00,,-77.03,38.992
River Rd & Landy Ln,44231,2014-04-08 15:40:07,2023-02-28 21:06:29,32046,-77.103381,38.964992
Riverdale Park Town Center,6750,2019-09-13 06:38:16,2023-02-26 15:09:21,32421,-76.935578,38.962119
Rockville Metro East,5456,2014-02-23 15:17:15,2023-02-26 13:33:55,32044,-77.145803,39.085394
Rockville Metro West,6231,2014-04-19 17:49:39,2023-02-23 11:40:33,32047,-77.146866,39.084379
Rockville Pike & Meeting St,1985,2019-04-01 08:47:46,2021-08-20 00:22:37,,-77.1117101,39.0444721
Rockville Pike & Old Georgetown Rd,3281,2018-03-23 13:41:25,2023-02-28 14:01:56,32077,-77.11368,39.049765
Rolfe St & 9th St S,13365,2014-03-14 15:37:27,2023-02-28 21:48:34,31075,-77.076131,38.866471
Roosevelt Center & Crescent Rd,1021,2021-06-12 13:43:42,2023-02-26 15:10:55,32424,-76.878005,39.00031
Roosevelt Island,62158,2018-07-01 08:17:47,2023-02-28 18:36:41,31062,-77.06714,38.896553
Rosedale Rec Center,20649,2019-03-01 05:54:26,2023-02-28 20:30:55,31658,-76.979634,38.897808
