model,MAE,RMSE,MAPE,MDAPE,run_date
Prophet_reg,0.4842048742762634,0.6231861401666215,11.466544181176276,7.872398686329815,2023-02-28
Prophet_reg,0.4842048742762634,0.6231861401666215,11.466544181176276,7.872398686329815,2023-02-28
tuned_xgb,0.3070436343600269,0.40622599012567584,38.920851470158915,4.502979500755665,2023-08-28
tuned_xgb,0.3070436343600269,0.40622599012567584,38.920851470158915,4.502979500755665,2023-08-28
tuned_xgb,0.3070436343600269,0.40622599012567584,38.920851470158915,4.502979500755665,2023-08-28
tuned_xgb,0.3070436343600269,0.40622599012567584,38.920851470158915,4.502979500755665,2023-09-12
